account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A017737,R04,4333.01,low,none,0.9064823,0.02709687,0.02663681,0.039784074,none
A035915,R03,4934.43,low,none,0.9021873,0.018591188,0.050918195,0.02830329,none
A014658,R05,34182.68,high,none,0.88473594,0.012722658,0.060808036,0.04173332,none
A022144,R07,26296.6,high,none,0.954452,0.0028436508,0.018748945,0.023955388,none
A006268,R09,5004.71,high,none,0.9532716,0.0196678,0.004353512,0.022707144,none
A029152,R02,18248.02,high,large_withdrawal,0.87647396,0.015114619,0.0137666585,0.0946447,none
A039737,R09,304.47,low,none,0.9164911,0.012173144,0.035988484,0.035347316,none
A022035,R05,3987.09,low,none,0.8764164,0.028255971,0.010892608,0.08443501,none
A023943,R05,5162.34,high,dd_stop,0.7931734,0.045600105,0.08310633,0.07812022,none
A014542,R02,3676.81,low,none,0.8796192,0.046128705,0.04253389,0.03171823,none
A018607,R04,10224.03,high,none,0.8806068,0.028977305,0.015089418,0.07532654,none
A005218,R04,1499.38,low,none,0.821082,0.007650136,0.056029193,0.11523866,none
A006201,R09,3007.43,low,none,0.8776444,0.013963913,0.07264351,0.03574811,none
A016826,R02,1167.01,low,none,0.75354767,0.0421479,0.031067334,0.17323713,none
A003044,R09,4774.57,low,dd_stop,0.92156994,0.027277136,0.018134763,0.033018198,none
A032120,R06,2566.81,low,none,0.85290414,0.051919185,0.06630873,0.028867973,none
A007036,R01,452.53,low,none,0.96035534,0.014861633,0.004419779,0.020363273,none
A023433,R06,35226.54,high,none,0.86298376,0.006279023,0.04539893,0.08533823,none
A022235,R00,4606.55,low,none,0.8871951,0.028542232,0.050052576,0.034210127,none
A005482,R01,10786.52,high,none,0.9286249,0.016551482,0.03176245,0.02306108,none
A013913,R07,5606.24,high,none,0.87547004,0.00938427,0.031061381,0.084084325,none
A019923,R06,27129.72,high,none,0.9247011,0.039429083,0.024440765,0.01142909,none
A035231,R08,1554.03,low,none,0.8147601,0.054480486,0.037965696,0.09279366,none
A006434,R02,1913.74,low,none,0.47135586,0.017329808,0.008078633,0.5032357,dormant
A038563,R05,3034.99,low,dormant,0.6791564,0.049023032,0.015831625,0.25598896,none
A027703,R02,30874.56,high,none,0.87570596,0.017344508,0.011576203,0.09537332,none
A017487,R04,3503.98,low,none,0.9189289,0.06347833,0.0053703976,0.012222351,none
A020203,R07,3564.55,low,none,0.7024594,0.014986321,0.015776144,0.2667781,none
A009396,R03,7765.64,high,none,0.9598914,0.020219827,0.0059307134,0.013958028,none
A028741,R07,4151.91,low,dormant,0.8660308,0.030227182,0.06521965,0.038522333,none
A014157,R02,15828.29,high,dormant,0.8407417,0.001240857,0.031448867,0.12656853,none
A031924,R04,2316.14,low,large_withdrawal,0.9249294,0.032941274,0.022259302,0.019870043,none
A027902,R06,1261.63,low,none,0.84290725,0.0078016976,0.0053814566,0.1439096,none
A000564,R02,5726.89,high,none,0.9262828,0.035240233,0.013813754,0.024663245,none
A031601,R06,42898.01,high,none,0.93381846,0.009788788,0.0056797,0.050713047,none
A025766,R06,4297.63,low,none,0.9210108,0.008777504,0.010940429,0.059271235,none
A019787,R09,1343.97,low,none,0.9377549,0.017559618,0.027487129,0.017198326,none
A030913,R03,2490.73,low,none,0.9123759,0.016847175,0.039519377,0.031257518,none
A028073,R00,1330.9,low,dormant,0.92715776,0.05163186,0.0061954036,0.015015042,none
A008791,R07,1434.89,low,none,0.49782038,0.0089172805,0.047200583,0.4460618,none
A005636,R04,666.45,low,none,0.95152336,0.021681191,0.0051669152,0.02162854,none
A031261,R07,1070.63,low,none,0.8845714,0.012978088,0.037660066,0.06479045,none
A024907,R03,3925.68,low,none,0.8982511,0.031851407,0.041209634,0.028687842,none
A030304,R06,12876.27,high,none,0.88424605,0.0010179613,0.008402515,0.10633342,none
A017852,R06,1471.7,low,none,0.96732986,0.0074891914,0.00567298,0.019507954,none
A028636,R02,9061.97,high,none,0.857973,0.01471349,0.016059544,0.11125397,none
A024558,R00,13395.89,high,none,0.90089923,0.057066984,0.016246967,0.0257868,none
A023095,R02,5975.45,high,none,0.88861215,0.05440054,0.03707396,0.01991338,none
A029083,R00,3637.31,low,none,0.8972662,0.01942083,0.0036775647,0.07963542,none
A022487,R02,10182.13,high,none,0.92391974,0.019694742,0.03072062,0.02566495,none
A035703,R04,15735.34,high,none,0.8405623,0.03807293,0.08158101,0.039783753,none
A011736,R09,8202.66,high,none,0.83053255,0.0010791257,0.060191542,0.10819681,none
A011476,R09,6940.38,high,none,0.6476952,0.027803754,0.017933965,0.30656713,none
A030549,R04,3807.09,low,none,0.88883406,0.024593432,0.056290552,0.03028194,none
A009182,R08,12679.43,high,none,0.8245337,0.05055124,0.010828248,0.11408684,none
A023669,R00,13807.41,high,dd_stop,0.88575476,0.040415287,0.043275945,0.03055398,none
A034231,R00,1751.47,low,none,0.84852505,0.045567106,0.039241873,0.06666595,none
A033268,R09,7807.16,high,none,0.940065,0.0065442366,0.023084842,0.030305902,none
A023437,R07,1801.04,low,none,0.69747055,0.03103525,0.010781428,0.2607128,none
A014417,R08,12879.74,high,none,0.80854845,0.03484254,0.062828265,0.09378072,none
A035256,R00,44219.29,high,none,0.93856496,0.02023994,0.021008525,0.020186627,none
A000512,R06,6739.94,high,none,0.94051886,0.015075873,0.020335002,0.024070231,none
A005281,R03,7595.0,high,none,0.90990734,0.006672981,0.05332957,0.030090116,none
A014104,R02,5568.02,high,none,0.90121245,0.013813352,0.0502526,0.034721654,none
A009788,R08,21297.05,high,none,0.9823629,0.0008748643,0.0048793685,0.011882896,none
A028722,R00,4826.73,low,none,0.9381628,0.013272501,0.0147191705,0.033845488,none
A026191,R06,14679.33,high,none,0.8817283,0.031104133,0.059692238,0.027475309,none
A024283,R04,48417.85,high,none,0.89769846,0.008994818,0.051909767,0.04139692,none
A013115,R02,4953.13,low,none,0.83419746,0.04621384,0.097987294,0.021601373,none
A022792,R01,5842.55,high,none,0.9365754,0.007818625,0.024987504,0.030618425,none
A028376,R06,5391.21,high,none,0.90911937,0.033704594,0.03879839,0.018377606,none
A023255,R03,1587.97,low,none,0.8620871,0.024417238,0.021555064,0.09194067,none
A016269,R02,6375.75,high,none,0.7678653,0.09092735,0.025446841,0.11576055,none
A031459,R07,1048.53,low,none,0.9262467,0.0317777,0.009281513,0.0326941,none
A036473,R06,5138.33,high,none,0.8878989,0.02934172,0.0042428584,0.078516446,none
A014719,R09,5819.74,high,dd_stop,0.88435465,0.036078542,0.05508177,0.024485042,none
A026619,R01,4296.69,low,none,0.94346994,0.004464265,0.0186687,0.033397153,none
A021090,R04,1436.04,low,none,0.89033514,0.057389062,0.026632667,0.025643148,none
A006563,R08,11210.94,high,none,0.8560303,0.03611241,0.06539928,0.042458,none
A028997,R04,8636.81,high,none,0.9541375,0.008806405,0.004600087,0.032456003,none
A007581,R09,15013.98,high,none,0.8734403,0.025047207,0.0065266164,0.094985895,none
A013490,R07,11863.8,high,dormant,0.77393496,0.10042148,0.07524229,0.05040131,none
A001038,R04,5256.48,high,none,0.91051286,0.011789559,0.005767807,0.07192973,none
A024992,R05,381.81,low,none,0.94206727,0.0008308011,0.008258403,0.048843484,none
A023420,R00,10489.4,high,none,0.9147499,0.0007425425,0.06047445,0.02403304,none
A039349,R09,7183.32,high,none,0.9532766,0.002447704,0.019401262,0.024874453,none
A014765,R04,4348.11,low,none,0.95397854,0.018135792,0.003294611,0.024591107,none
A021793,R05,7395.88,high,none,0.87717026,0.060331114,0.028116452,0.034382172,none
A014064,R07,10867.95,high,none,0.9025383,0.049215276,0.03177797,0.016468436,none
A002705,R07,11453.54,high,none,0.9599027,0.015493617,0.004318522,0.020285182,none
A030175,R01,5018.64,high,dormant,0.42989284,0.012497593,0.03257571,0.52503383,dormant
A029312,R08,9395.69,high,none,0.9463871,0.01167939,0.015609008,0.02632443,none
A004227,R06,1709.04,low,none,0.93425363,0.04006168,0.0035689014,0.022115761,none
A002446,R08,3345.4,low,none,0.7748952,0.046537086,0.091360405,0.08720733,none
A008898,R09,5402.48,high,none,0.8979141,0.012907872,0.006094038,0.083083995,none
A031203,R04,4016.86,low,none,0.8176294,0.025364595,0.051302608,0.105703354,none
A004702,R06,9093.83,high,none,0.9420085,0.033129346,0.004423061,0.020439174,none
A021969,R07,2916.64,low,none,0.95085657,0.019552084,0.009865995,0.019725362,none
A035250,R04,5969.62,high,none,0.8743034,0.029661492,0.046383932,0.049651213,none
A009977,R05,2677.96,low,none,0.9537654,0.010901871,0.012451647,0.022881053,none
A038838,R07,7289.46,high,none,0.93723685,0.0029077302,0.039255697,0.020599741,none
A022922,R05,4482.41,low,none,0.87801,0.018327015,0.027124487,0.07653855,none
A012273,R08,2629.08,low,none,0.81562203,0.06637261,0.088312835,0.029692573,none
A028609,R05,7473.5,high,none,0.95214427,0.0008973766,0.022840245,0.024118114,none
A029036,R08,18096.97,high,none,0.9642711,0.015299317,0.0035831884,0.01684636,none
A004226,R00,5358.77,high,none,0.9503683,0.02023116,0.004112809,0.02528778,none
A035224,R09,1688.9,low,none,0.9497952,0.017760118,0.0063121193,0.026132567,none
A005824,R05,5025.2,high,none,0.8621886,0.032937255,0.010178401,0.09469573,none
A000794,R07,2096.35,low,dormant,0.84720296,0.049980696,0.028088082,0.07472828,none
A015278,R04,1915.5,low,none,0.95908684,0.014846462,0.0021785852,0.02388806,none
A000792,R07,2680.35,low,none,0.8810361,0.012158425,0.079191394,0.027614072,none
A017894,R05,3611.78,low,none,0.9112051,0.05031808,0.010986374,0.027490463,none
A034387,R05,5287.94,high,none,0.90475094,0.020726362,0.0037985453,0.07072419,none
A009352,R05,2926.64,low,large_withdrawal,0.93301874,0.037569128,0.0076270723,0.021785067,none
A008909,R02,1254.28,low,none,0.8660342,0.028574053,0.07748627,0.02790554,none
A008445,R01,5599.41,high,none,0.946152,0.018487768,0.003807093,0.03155313,none
A036402,R05,2168.05,low,none,0.88248366,0.015185839,0.012824634,0.08950587,none
A031893,R06,3944.72,low,none,0.8747606,0.0070260568,0.021195358,0.097017996,none
A033093,R06,27028.71,high,none,0.87137496,0.013152062,0.007847824,0.10762517,none
A011475,R05,5064.81,high,none,0.9465584,0.025884068,0.005747023,0.021810513,none
A002935,R00,6110.01,high,none,0.8510236,0.050350003,0.072373845,0.026252499,none
A010167,R01,2690.56,low,none,0.82384354,0.030013435,0.04790182,0.09824125,none
A016181,R04,33946.43,high,none,0.8930968,0.0009536377,0.057541188,0.048408445,none
A020834,R08,11816.71,high,none,0.7065128,0.013220845,0.01266675,0.26759958,none
A027828,R08,5587.51,high,none,0.9303104,0.030969385,0.012871106,0.025849085,none
A020146,R02,5901.49,high,none,0.94980603,0.00089814444,0.013404679,0.035891123,none
A033305,R04,15340.76,high,none,0.9173513,0.031072875,0.010336626,0.041239165,none
A000925,R00,2237.79,low,none,0.9458604,0.008663568,0.029340025,0.016136011,none
A011425,R06,4888.3,low,dormant,0.7119832,0.010942471,0.028802022,0.2482723,none
A035636,R05,6527.01,high,none,0.9547519,0.020100769,0.0030484349,0.022098841,none
A025948,R06,1385.61,low,none,0.92796624,0.01835094,0.032395028,0.021287788,none
A021224,R09,5200.23,high,none,0.94557947,0.016295759,0.012772538,0.025352288,none
A003239,R03,16892.65,high,none,0.9354973,0.026925419,0.014355547,0.02322169,none
A025202,R05,14159.75,high,none,0.7165679,0.0015038804,0.0045133606,0.27741492,none
A002500,R05,16208.1,high,none,0.8641455,0.037108403,0.029674666,0.06907137,none
A037337,R07,8921.5,high,none,0.760218,0.01779578,0.0043258285,0.21766041,none
A011873,R08,15388.92,high,dd_stop,0.9234984,0.0341448,0.00956548,0.032791357,none
A023935,R07,5487.79,high,none,0.9320319,0.014681039,0.024904342,0.028382689,none
A033713,R02,15908.1,high,none,0.93938243,0.0010266476,0.027595991,0.031994887,none
A012066,R06,3604.2,low,none,0.80472445,0.07932176,0.08391487,0.032038923,none
A005144,R04,11246.25,high,none,0.8207224,0.06578452,0.079548925,0.03394414,none
A004468,R03,7785.13,high,none,0.87728673,0.02250919,0.077529095,0.022674922,none
A009083,R01,3126.65,low,none,0.9173259,0.021681506,0.03320409,0.027788438,none
A009351,R06,4186.16,low,none,0.8631244,0.04272479,0.008747493,0.08540338,none
A003909,R09,31236.11,high,none,0.92508227,0.0361033,0.0061288546,0.032685626,none
A012910,R04,3113.84,low,none,0.82991606,0.06494955,0.06823294,0.036901418,none
A031281,R08,1796.62,low,none,0.8380741,0.038512077,0.08172877,0.04168504,none
A020536,R01,4578.53,low,none,0.8782545,0.021075303,0.034464434,0.06620575,none
A021539,R01,6543.87,high,none,0.92487735,0.054949846,0.0036499165,0.016522909,none
A029226,R05,8477.31,high,none,0.9581387,0.017345216,0.004190403,0.020325681,none
A028812,R04,6718.12,high,none,0.9383416,0.021895109,0.015605787,0.024157472,none
A028168,R08,1783.12,low,none,0.88766664,0.021938518,0.05301695,0.03737782,none
A012666,R02,10281.62,high,none,0.8108685,0.13706207,0.033783413,0.018286014,none
A031068,R06,11426.04,high,none,0.9493312,0.010840488,0.018392958,0.02143531,none
A037657,R06,4487.73,low,none,0.84876907,0.033818014,0.033695452,0.08371745,none
A026161,R02,12226.47,high,none,0.9688196,0.014008315,0.0026461033,0.014525962,none
A010890,R09,7596.8,high,none,0.8633646,0.030141942,0.07393185,0.032561682,none
A033095,R07,4629.64,low,none,0.87377757,0.09089816,0.0091559915,0.026168248,none
A035116,R06,29487.35,high,none,0.9368417,0.03596424,0.006620964,0.020573057,none
A003880,R04,15747.02,high,none,0.9413802,0.02819821,0.0088576535,0.021563908,none
A016079,R08,20088.78,high,none,0.9265084,0.050302684,0.00778869,0.015400195,none
A021371,R07,21623.85,high,none,0.8550302,0.035591517,0.08657663,0.022801628,none
A017797,R04,4280.71,low,none,0.8777302,0.030364469,0.03887447,0.053030826,none
A016070,R03,1869.65,low,none,0.8404759,0.066619515,0.041018352,0.05188615,none
A015663,R09,1227.82,low,none,0.8884531,0.020829778,0.045881256,0.044835903,none
A023905,R08,3098.99,low,none,0.94030654,0.03569234,0.0055120126,0.018489132,none
A027192,R00,3044.12,low,none,0.8485222,0.0833279,0.04883456,0.01931536,none
A023492,R05,19879.88,high,none,0.9383831,0.014700325,0.0123440325,0.03457252,none
A011334,R03,18717.62,high,none,0.7482137,0.022292726,0.00714798,0.22234553,none
A039386,R02,4043.6,low,none,0.92464215,0.045639005,0.0073125334,0.022406338,none
A015108,R05,9070.37,high,none,0.8122529,0.07595341,0.03086916,0.080924585,none
A027037,R00,6756.41,high,none,0.9188753,0.03486287,0.017020913,0.029240983,none
A003172,R04,12692.18,high,none,0.8586429,0.03775115,0.06824114,0.035364766,none
A021518,R05,3845.81,low,none,0.8841971,0.046881754,0.027007977,0.0419132,none
A016624,R08,4250.38,low,none,0.9600462,0.0008798002,0.009987304,0.029086668,none
A032766,R05,18893.12,high,none,0.88906175,0.013782932,0.0035010201,0.093654335,none
A037746,R00,22888.82,high,none,0.8823793,0.020214766,0.042061586,0.05534436,none
A012997,R01,4688.07,low,none,0.9162626,0.0061443313,0.0042869155,0.07330613,none
A017124,R05,39742.23,high,none,0.92429507,0.016353033,0.023507088,0.035844788,none
A002372,R06,4217.0,low,dormant,0.9109191,0.022276426,0.037035774,0.029768696,none
A015736,R00,15977.79,high,none,0.71172035,0.09015863,0.021259151,0.17686187,none
A022742,R09,2735.98,low,none,0.85537565,0.07008013,0.058712568,0.015831633,none
A031994,R03,2770.49,low,dormant,0.93810815,0.007970865,0.015883775,0.038037222,none
A011573,R00,2741.42,low,none,0.67879677,0.03358211,0.0061097504,0.2815114,none
A030847,R02,8319.99,high,none,0.7912004,0.012328786,0.07578848,0.12068236,none
A039624,R09,5116.6,high,none,0.9074203,0.030104918,0.026847394,0.035627395,none
A011113,R09,3826.36,low,none,0.9257188,0.049357515,0.0066817566,0.018241934,none
A031594,R09,2760.98,low,none,0.8607326,0.024214605,0.03649502,0.0785578,none
A034516,R09,2567.92,low,none,0.85572124,0.029814698,0.03298819,0.08147587,none
A012856,R02,5000.51,high,none,0.964817,0.00081314525,0.0080480585,0.026321772,none
A030387,R00,1765.86,low,none,0.89730793,0.019308332,0.051414385,0.031969335,none
A017634,R07,12167.58,high,none,0.8707055,0.011211534,0.04578324,0.072299816,none
A029595,R00,1379.0,low,none,0.80533797,0.008269293,0.073997736,0.112395026,none
A000813,R05,9235.29,high,none,0.83060896,0.014159916,0.05220241,0.10302872,none
A006864,R01,10835.66,high,large_withdrawal,0.8006209,0.14280593,0.032319784,0.024253419,none
A008330,R07,1939.25,low,none,0.9668445,0.0045361803,0.005374074,0.023245275,none
A031992,R02,7805.97,high,large_withdrawal,0.92761695,0.04919683,0.008870108,0.014316073,none
A021703,R05,2341.99,low,none,0.87195206,0.07778844,0.035285134,0.014974348,none
A034829,R01,3242.39,low,none,0.86975014,0.022450583,0.07109608,0.03670317,none
A034087,R07,10504.95,high,none,0.90804553,0.022707729,0.052307345,0.01693944,none
A007275,R03,1493.74,low,none,0.95151615,0.013077596,0.008022921,0.02738331,none
A022993,R05,10317.46,high,none,0.8472115,0.013040679,0.058079205,0.08166865,none
A003381,R08,4609.98,low,none,0.9195304,0.05592034,0.011960892,0.012588378,none
A032186,R06,3798.69,low,none,0.8737461,0.03031528,0.0066459426,0.08929273,none
A028664,R08,6178.58,high,none,0.93161243,0.036794227,0.013335794,0.018257618,none
A005249,R06,3078.26,low,none,0.8263505,0.05578858,0.09458395,0.02327693,none
A012485,R07,5622.29,high,none,0.8552488,0.04947255,0.07617933,0.019099265,none
A008029,R09,2406.89,low,none,0.9158396,0.024588784,0.033986352,0.025585284,none
A001291,R01,6761.77,high,none,0.73876,0.011602706,0.03606469,0.21357262,none
A019326,R08,1090.35,low,none,0.95374113,0.0012512609,0.011391628,0.03361596,none
A031001,R07,3268.25,low,dormant,0.81660783,0.040791266,0.02816401,0.1144369,none
A011918,R04,1063.59,low,none,0.8210912,0.0734818,0.089569606,0.015857488,none
A008198,R07,9691.29,high,none,0.912001,0.04160027,0.01801321,0.028385468,none
A011757,R01,4108.15,low,none,0.90813553,0.01854356,0.040930368,0.032390505,none
A008979,R04,4934.47,low,none,0.9012746,0.05313599,0.020656569,0.024932873,none
A025906,R00,13829.44,high,none,0.9172385,0.013004556,0.0033777733,0.06637917,none
A004645,R04,702.63,low,none,0.90202105,0.06056313,0.0202071,0.017208712,none
A027468,R05,1240.86,low,none,0.9346846,0.04799497,0.003912046,0.013408402,none
A032144,R02,6612.96,high,large_withdrawal,0.8433692,0.019618573,0.029262366,0.10774989,none
A033481,R03,2968.78,low,none,0.9495263,0.016364744,0.008708873,0.025400136,none
A039028,R07,2175.42,low,none,0.9253981,0.048285313,0.008597321,0.017719287,none
A036305,R07,39280.59,high,dormant,0.9020896,0.0039608655,0.01011882,0.083830744,none
A019334,R04,6102.53,high,none,0.90296054,0.059449352,0.022648817,0.014941315,none
A018122,R09,12420.47,high,none,0.9196943,0.04314956,0.020552361,0.016603732,none
A018549,R07,1896.79,low,none,0.8439495,0.05815548,0.05322339,0.04467169,none
A010644,R02,3536.31,low,none,0.90035856,0.03147697,0.031091264,0.037073288,none
A031227,R02,5346.57,high,none,0.8635799,0.06904782,0.041160733,0.026211547,none
A037374,R00,10743.98,high,none,0.931832,0.020165602,0.018832259,0.029170182,none
A030041,R02,19149.75,high,dormant,0.516667,0.00086982583,0.015914008,0.46654916,none
A035615,R08,6820.84,high,none,0.88957787,0.009958657,0.020467531,0.07999599,none
